Rank,Sample ID,Sample Name,Average_ZAUC,CUACC1_ZAUC,CUACC2_ZAUC,H295R_ZAUC,CUACC1_AUC,CUACC2_AUC,H295R_AUC,CUACC1_IC50,CUACC2_IC50,H295R_IC50,IC50_n,Primary MOA,Gene Symbol
1150,NCGC00346568-05,GSK-1292263A,0.11824084970849909,-0.4486022480379657,0.651609260142806,0.15171553702065704,419.005,583.406,495.594,,,,0,"Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119) Agonist",GPR119
1151,NCGC00096060-07,Puerarin,0.1185313602192467,-0.8524245303909957,0.537695666498495,0.6703229445502409,386.57,571.975,540.487,0.228605,0.002445,0.007464,3,,
1152,NCGC00242227-11,TCS-JNK-5a,0.1192943778607601,0.31412199002312025,0.3317523259112015,-0.28799118235204146,480.267,551.309,457.531,46.1,4.765747,0.483139,3,JNK 2/3 Inhibitor,MAPK8
1153,NCGC00347909-06,A-839977,0.11936751760608688,0.05771009222565944,0.25984256370865105,0.040549896883950144,459.672,544.093,485.971,,46.1,,1,P2X7 Receptor Antagonist,P2RX7
1154,NCGC00090903-01,Sulfasalazine,0.12124588887601817,0.6244806104793043,-0.7184730093164006,0.4577300654651508,505.195,445.921,522.084,,0.980619,,1,NFKB Activation Inhibitor,NFKB1
1155,NCGC00094872-13,Piperine,0.12189298630989903,0.057797243635446714,0.2531458674503213,0.05473584784392906,459.679,543.421,487.199,,46.1,,1,MAO-A/B Inhibitor,MAOA
1156,NCGC00386327-03,MPI-0479605,0.12265087177641336,-0.9712368023347283,0.6881122339437958,0.6510771837201725,377.027,587.069,538.821,0.174114,,46.1,2,MPS1 Inhibitor,TTK
1157,NCGC00015898-28,Rolipram,0.12386701024696767,-0.04736960757577642,0.20073824003579616,0.21823239828088326,451.232,538.162,501.352,,,,0,Phosphodiesterase IIII (PDE4) Inhibitor,PDE4A
1158,NCGC00370980-01,A-419259,0.12646173303033165,0.40945318212970705,-0.009599807471027118,-0.02046817556768495,487.924,517.055,480.689,,,,0,HCK Kinase Inhibitor,HCK
1159,NCGC00092318-12,NSC-23766,0.12702767794569816,0.5004517041496949,-0.4014262958360597,0.28205762552345937,495.233,477.736,506.877,0.001158,,,1,Rac1-GEF Inhibitor,RAC1
1160,NCGC00346689-06,NVP-BVU-972,0.12795362922712367,-0.061575287371207744,0.27212980550407084,0.17330636954850787,450.091,545.326,497.463,,,,0,HGFR Inhibitor,MET
1161,NCGC00345806-02,Cathepsin S Inhibitor,0.12823934056520386,0.0074361789794272996,0.1245433894536585,0.2527384532625258,455.634,530.516,504.339,,,,0,Cathepsin S Inhibitor,CTSS
1162,NCGC00346976-02,ML-323,0.12853598909563227,0.17726937625328784,-0.3512807964730841,0.559619387506693,469.275,482.768,530.904,,0.085591,46.1,2,Ubiquitin Carboxyl-terminal Hydrolase Inhibitor,USP1
1163,NCGC00346636-03,WYE-687,0.12863547691841792,0.5429940423275982,0.2821549192479405,-0.4392425308202849,498.65,546.332,444.438,,,,0,mTOR Inhibitor,MTOR
1164,NCGC00345085-02,(-)-Indolactam V,0.1289539659567153,-0.8872477437019688,0.20562124772416235,1.0684883938479524,383.773,538.652,574.954,,1.656618,23.0,2,lineage-specific differentiation enhancer,
1165,NCGC00025179-20,Mifepristone,0.1290901759197694,0.26616381423696756,0.2809391499867559,-0.15983243646441525,476.415,546.21,468.625,29.899424,46.1,46.1,3,Progesterone Receptor Antagonist,PGR
1166,NCGC00165889-13,SB-505124,0.13036127263007408,-0.3623223523479241,0.771113399324207,-0.017707229086060684,425.935,595.398,480.928,,,,0,TGF-bR1 (ALK5) Inhibitor,TGBR1
1167,NCGC00016101-17,Xylometazoline hydrochloride,0.1310377060288623,-0.7776237203901634,0.762622945139538,0.4081138933372123,392.578,594.546,517.789,0.07507,,,1,alpha2A/B/C-Adrenoceptor Agonist,ADRA2A
1168,NCGC00388364-06,Molidustat,0.13150580483495508,0.45685109885293784,-0.507945620695131,0.4456119363470584,491.731,467.047,521.035,,0.128353,,1,HIF Prolyl Hydroxylase Inhibitor,HIF1A
1169,NCGC00189074-12,PD-184352,0.13192723739450513,0.37582518815296834,0.08498106185608108,-0.06502453782553407,485.223,526.546,476.832,,,,0,MEK Inhibitor,MAP2K1
1170,NCGC00263555-05,Spautin-1,0.13287348879347724,-0.5003826356533888,0.587014044150992,0.3119890578828285,414.846,576.924,509.468,,,46.1,1,Ubiquitin Specific Peptidase (USP10/13) Inhibitor,USP10
1171,NCGC00508823-01,BG-15a,0.13293232571036318,0.20757316645668805,0.18635828065964885,0.004865530014752615,471.709,536.719,482.882,46.1,46.1,,2,,
1172,NCGC00164574-14,Erlotinib,0.13300471223192986,-1.4207139732152303,1.0419708462013295,0.7777572637096903,340.925,622.578,549.787,0.012838,,46.1,2,EGFR Inhibitor,EGFR
1173,NCGC00183682-14,VX-765,0.13449965111330722,0.47426893060912373,-0.004278325622888331,-0.06649165164631374,493.13,517.589,476.705,,,0.001175,1,Caspase-1 Inhibitor,CASP1
1174,NCGC00015590-08,Linopirdine,0.13562849797255772,-0.09034770280262032,0.251033219225966,0.24619997749432743,447.78,543.209,503.773,,,,0,K(ATP) Channel Blocker,
1175,NCGC00015479-22,Genistein,0.1363646560055431,-0.2470957384068946,-0.18586641969922918,0.842056126122753,435.19,499.367,555.353,,17.619871,13.212907,2,DNA Topoisomerase II Inhibitor,TOP2A
1176,NCGC00015420-15,Emodin,0.1373438687324899,0.2028794405295385,0.025298749518071578,0.18385341614985967,471.332,520.557,498.376,,,,0,Casein Kinase 2 Inhibitor,CSNK2A1
1177,NCGC00159356-02,Nandrolone phenylpropionate,0.13775856921564178,0.0753644778084119,0.16292980907730464,0.17498142076120876,461.09,534.368,497.608,,,,0,Steroid hormone,
1178,NCGC00263143-07,VER-155008,0.13798721075358344,0.11357414589971623,0.16381672271866035,0.13657076364237372,464.159,534.457,494.283,,,,0,Heat Shock Protein 70 (hsp70) Inhibitor,HSPA2
1179,NCGC00024956-17,PD-153035,0.1380541723311102,-0.7424643516414363,0.6427999156601221,0.5138269529746449,395.402,582.522,526.94,,13.794929,30.879029,2,EGFR Inhibitor,EGFR
1180,NCGC00387878-04,GSK-2879552,0.1429485567595603,0.12032215505758133,0.21973214341135844,0.08879137180974117,464.701,540.068,490.147,,,,0,Lysine-Specific Histone Demethylase 1A (KDM1A; LSD1) Inhibitor,KDM1A
1181,NCGC00167491-14,Lenalidomide,0.1433057907604193,-0.007416911288714557,0.26090885314264206,0.17642543042733036,454.441,544.2,497.733,,,,0,TNF-alpha Production Inhibitor,TNF
1182,NCGC00263099-07,CP-466722,0.1445131045442746,0.03102931062915705,0.32979912283585594,0.07271088016781083,457.529,551.113,488.755,,,42.147805,1,ATM Kinase Inhibitor,ATM
1183,NCGC00386818-01,ML327,0.1449412966089312,0.3257753785319048,0.5600279526814099,-0.4509794413865211,481.203,574.216,443.422,,4.164936,,1,CDH1 Expression Enhancers,
1184,NCGC00015950-05,SB-415286,0.14494608984263221,0.5825234317671195,-0.429488642061445,0.2818034798222221,501.825,474.92,506.855,0.01806,,,1,GSK-3 beta Inhibitor,GSK3B
1185,NCGC00095157-04,Oxfendazole,0.14722582368952505,-0.9359778319748153,0.9206530184499648,0.4570022845934256,379.859,610.404,522.021,0.044796,0.001484,28.742882,3,antiparasitic agent,
1186,NCGC00090851-17,5-Azacitidine,0.15102900060528845,0.1682056296353447,0.03571251081264782,0.2491688613678729,468.547,521.602,504.03,46.1,27.211193,46.1,3,DNA Methyltransferase (DNMT) Inhibitor,DNMT1
1187,NCGC00018248-18,Meloxicam,0.15107783077148254,0.0694381819428333,0.050481117739501695,0.33331419263211265,460.614,523.084,511.314,,,,0,Cyclooxygenase-1/2 Inhibitor,PTGS1
1188,NCGC00346581-05,AZ-960,0.15133628333557966,0.7628645990211236,-0.5132372065778298,0.20438145756344517,516.31,466.516,500.153,46.1,,0.87182,2,Jak2/3 Inhibitor,JAK2
1189,NCGC00263020-01,NCGC00263020,0.153384460606115,-0.11496175096700849,0.11973013901798389,0.4553849937673696,445.803,530.033,521.881,,,,0,NFkappaB-inducing kinase Inhibitor,NFKB1
1190,NCGC00167525-11,Tazarotene,0.1555589484043848,0.6165871827927981,-0.6431052804447421,0.49319494286509846,504.561,453.484,525.154,,0.109412,46.1,2,Retinoid RAR Agonist,RARB
1191,NCGC00522633-01,Xanthatin,0.1563684683516187,-0.06760118484797231,0.1133324024140425,0.4233741874887859,449.607,529.391,519.11,,,,0,NF-kappaB Activation Inhibitor,NFKB1
1192,NCGC00510691-01,3-BDO,0.1564833821965834,-0.5411321448299412,0.5625790750655356,0.44800321635415574,411.573,574.472,521.242,,0.001251,,1,Inhibitor of autophagy,
1193,NCGC00345829-03,PD-173955,0.15765324855625276,0.14177385206680757,0.18202336567099672,0.14916252793095397,466.424,536.284,495.373,0.004024,0.003695,7.817973,3,cSRC Inhibitor,SRC
1194,NCGC00238452-05,Enzastaurin,0.15810383363680297,0.48735409227870996,-0.17949857906072775,0.1664559876924267,494.181,500.006,496.87,16.565363,,46.1,2,"PKCa, PKCb, PKCg inhbitor",PRKCA
1195,NCGC00095003-07,Tioxolone,0.15844977935060475,0.5885368790424861,-0.35420063576429023,0.2410130947736184,502.308,482.475,503.324,,,,0,Carbonic Anhydrase Type I Inhibitor,CA1
1196,NCGC00263100-02,OSI-632,0.158568780633635,-0.7465106670958754,0.6682812435359416,0.5539357654608388,395.077,585.079,530.412,,38.163023,34.352239,2,VEGFR-2 Inhibitor,KDR
1197,NCGC00348110-01,PRP003-032,0.15918795017718254,0.6363581026132582,-0.5114235180078657,0.3526292659261551,506.149,466.698,512.986,,,,0,ACK1 Inhibitor,TNK2
1198,NCGC00346888-03,UK-383367,0.16191560419918688,-0.10826354261473672,0.13230637514597926,0.4617039800663181,446.341,531.295,522.428,,,0.002429,1,Procollagen C-Endopeptidase Inhibitor,
1199,NCGC00185756-04,Estramustine,0.16218798540561588,0.4182928251224823,-0.5153996814112495,0.5836708125056148,488.634,466.299,532.986,,,,0,DNA Alkylating Agent,
1200,NCGC00346724-02,Varlitinib tosylate,0.16256089713274643,0.6742316152668085,-0.6475597792951496,0.4610108554265804,509.191,453.037,522.368,,,,0,EGFR Inhibitor,EGFR
1201,NCGC00370805-01,LY-2365109 hydrochloride,0.16304594135417141,0.536768941628461,-0.3213250391032298,0.27369392153728306,498.15,485.774,506.153,,,46.1,1,GlyT-1 Inhibitor,SLC6A9
1202,NCGC00344053-04,Purmorphamine,0.16311038166329928,0.32283713100191214,-0.43948385983987637,0.6059778738278621,480.967,473.917,534.917,,0.297405,,1,lineage-specific differentiation enhancer,
1203,NCGC00263165-02,PH-797804,0.16343206302245977,-0.23979992038750567,0.28950932674592916,0.4405867827089558,435.776,547.07,520.6,,,46.1,1,p38 MAPK Inhibitor,MAPK14
1204,NCGC00167751-05,SSR-69071,0.16512167860397198,-0.8379947469703958,0.6566716436238063,0.6766881391585055,387.729,583.914,541.038,,,,0,Leukocyte Elastase Inhibitor,ELA2
1205,NCGC00186046-02,Caroverine,0.16640929347945593,0.20573053664974314,0.07657033024591531,0.21692701354270932,471.561,525.702,501.239,,,,0,AMPA Antagonist,GR1A1
1206,NCGC00351595-02,PF-3644022,0.16650074331661766,0.22964737353582884,0.018283162961724556,0.25157169345229957,473.482,519.853,504.238,0.0012,33.990951,46.1,3,MAPKAP-K2 (MK2) Inhibitor,MAPKAPK2
1207,NCGC00507856-01,PD-1/PD-L1 Inhibitor 1,0.16656584778063566,-0.13984970356215928,0.2803910572870407,0.3591561896170255,443.804,546.155,513.551,,,,0,PD-1 /PD-L1 interaction Inhibitor,
1208,NCGC00023373-10,Clobetasol propionate,0.16681749017969058,0.24898253630734896,0.0117160158869629,0.23975391834475993,475.035,519.194,503.215,,,,0,Corticosteroid,
1209,NCGC00390618-03,UNC2025 (hydrochloride),0.16730845097803337,0.26062347461473556,0.2608689918553899,-0.01956711353602535,475.97,544.196,480.767,,,,0,Tyrosine-protein kinase receptor FLT3 Inhibitor,
1210,NCGC00420896-01,SP-2509,0.16832610948688878,-0.8863886798054884,0.6648432075104602,0.7265238007556946,383.842,584.734,545.352,,,,0,Lysine-Specific Histone Demethylase 1A (KDM1A; LSD1) Inhibitor,KDM1A
1211,NCGC00017244-10,Enoxolone,0.16839423658759536,0.7092415815987569,-0.9320497864124456,0.7279909145764748,512.003,424.489,545.479,,0.20224,,1,15-hydroxyprostaglandin dehydrogenase Inhibitor,
1212,NCGC00250412-08,JQ1,0.16848840347399657,-0.28109723842558193,0.35081598653945534,0.4357464623081163,432.459,553.222,520.181,,1.036191,,1,Brd4 Inhibitor,BRD4
1213,NCGC00346938-02,E5555,0.16910866475676328,0.037167259918506265,0.3605620712725622,0.10959666307922138,458.022,554.2,491.948,,46.1,34.389618,2,Thrombin Inhibitor,
1214,NCGC00481575-01,BI-847325,0.17079119551313543,-0.15553695732398493,0.18250170111802036,0.4854088427453709,442.544,536.332,524.48,,,,0,Aurora Kinase Inhibitor,AURKA
1215,NCGC00263217-05,NVP-231,0.17096358188390925,0.35285456657315173,0.43555111791532686,-0.2755149388367508,483.378,561.725,458.611,46.046082,,,1,Ceramide kinase Inhibitor,CERK
1216,NCGC00344508-02,NPS-R568,0.17168025258249958,0.08298400106415613,0.6584753668719583,-0.22641861018861564,461.702,584.095,462.861,,,,0,Calcium-Sensing Receptor (CaSR) Agonist,CASR
1217,NCGC00378588-02,NCGC00378588,0.1716966169525652,-0.18505638483929326,0.7105641039884673,-0.0104178682914784,440.173,589.322,481.559,,30.9,,1,p53-MDM2 interaction Inhibitor,TP53
1218,NCGC00390270-02,Amrubicin,0.17277861258940855,0.23318323073293867,-0.30480253553728887,0.5899551425725759,473.766,487.432,533.53,,46.1,,1,DNA Topoisomerase II Inhibitor,TOP2A
1219,NCGC00015036-23,Amantadine hydrochloride,0.17296797321798443,0.14172405126121493,-0.09384663807806111,0.47102650647079947,466.42,508.601,523.235,,0.063116,,1,Dopamine Receptor Agonist,DRD1
1220,NCGC00247866-05,NCGC00247866,0.1735376207767153,0.16452037002145486,0.10830988022029432,0.24778261208839672,468.251,528.887,503.91,0.400655,,0.001808,2,BLM Inhibitor,BLM
1221,NCGC00346304-02,L-779450,0.17438821517260328,0.10797155527049289,-0.0428142250737292,0.45800731532104616,463.709,513.722,522.108,,,23.519197,1,Raf kinase C Inhibitor,BRAF
1222,NCGC00242486-04,AZD-1480,0.17439027908965496,0.20962744968740357,0.2548798334457817,0.05866355413577959,471.874,543.595,487.539,,26.38058,,1,Jak1/2 Inhibitor,JAK1
1223,NCGC00241102-08,Midostaurin,0.17506703463088688,0.8325857268514605,-0.41865633725072277,0.11127171429192291,521.91,476.007,492.093,,,0.898719,1,PKC/flt3 Inhibitor,PRKCA
1224,NCGC00351482-09,Duvelisib,0.17520879260262004,-0.10038256512962926,0.32217565164891604,0.30383329128857334,446.974,550.348,508.762,46.1,38.363418,31.374296,3,PI3Kd/g Inhibitor,PIK3CD
1225,NCGC00489873-03,CCT-251921,0.1754966413122835,0.2438406031298615,-0.3384155660125108,0.6210648868194999,474.622,484.059,536.223,,,,0,CDK 8/19 Inhibitor,CDK8
1226,NCGC00167431-03,Rifapentin,0.1758094660973674,0.8238830360740672,-1.0012489810818617,0.7047943432998967,521.211,417.545,543.471,,,44.487901,1,,PRKDC
1227,NCGC00262829-02,C-188-9,0.1770167788760263,0.33153982177930613,0.21310520440571912,-0.013594689556946364,481.666,539.403,481.284,14.601691,46.1,,2,STAT3 Expression Inhibitor,STAT3
1228,NCGC00250411-03,Veliflapon,0.177148008804435,-0.018634542748559208,0.4290337974496301,0.12104477171223409,453.54,561.071,492.939,,,,0,5-lipoxygenase-activating (FLAP) Inhibitor,ALOX5AP
1229,NCGC00345832-03,SD-06,0.17839937320877033,0.8028546459123822,-0.641680239425484,0.3740237131394128,519.522,453.627,514.838,,,,0,p38 MAPK Inhibitor,MAPK14
1230,NCGC00263163-11,SGX-523,0.18036379243171316,0.7530164897150893,-0.7059864610847217,0.4940613486647719,515.519,447.174,525.229,,,,0,HGFR Inhibitor,MET
1231,NCGC00345822-02,Akt-I-1,0.1820334788159551,0.22719468386036876,0.4741866705842964,-0.15528091799679983,473.285,565.602,469.019,0.445856,0.047013,,2,AKT Inhibitor,AKT1
1232,NCGC00386735-01,AZD-8797,0.18527259012369066,0.3173963929908661,-0.14248737384727486,0.38090875122748075,480.53,503.72,515.434,,,,0,Chemokine CX3CR1 Receptor Antagonist,CX3CR1
1233,NCGC00372509-03,BMS-4,0.18575822421024074,0.3342290652813335,-0.2100323250957349,0.4330779324451236,481.882,496.942,519.95,,1.631794,,1,LIMK1/LIMK2 Inhibitor,LIMK1
1234,NCGC00166125-02,Meglumine,0.18607894934031513,-0.4231415861784944,0.23617492440279503,0.7452035097966447,421.05,541.718,546.969,,,,0,amino sugar,GLUT1
1235,NCGC00475739-01,PF-4989216,0.18848750035026404,0.12213988446172887,0.4984123679116804,-0.05508975132261714,464.847,568.033,477.692,,31.199072,,1,PI3Kalpha Inhibitor,PIK3CA
1236,NCGC00346836-09,GSK-2334470,0.18855391532402238,0.032660287012331354,0.25797904852962145,0.2750224104301144,457.66,543.906,506.268,,,,0,Phosphoinositide Dependent Kinase Inhibitor,PDPK1
1237,NCGC00016229-20,Propylthiouracil,0.18861117383352505,0.15457265910423387,0.2699075387397729,0.14135332365656839,467.452,545.103,494.697,,,0.003609,1,Antithyroid Drugs,TPO
1238,NCGC00386704-01,Mitapivat,0.19031646716880615,0.3727375382061964,-0.3140902154669976,0.5123020787672197,484.975,486.5,526.808,5.463279,,22.595294,2,"Phase II PKR Activator, for pyruvate kinase deficiency; however, could be useful for oncology as well.",PKM2
1239,NCGC00344625-13,IOX2,0.19110744998626322,-0.1740877574074139,0.21146092630657579,0.5359491810596277,441.054,539.238,528.855,,,,0,HIF Prolyl Hydroxylase Inhibitor,HIF1A
1240,NCGC00016786-18,Mycophenolic acid,0.19148512320886682,0.15146010875466528,0.4312759948575536,-0.008280733985618372,467.202,561.296,481.744,4.280723,4.001396,1.752668,3,Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitor,IMPDH1
1241,NCGC00271713-05,Efavirenz,0.19215251971321134,0.20067575488204364,0.12714433844685022,0.2486374658107402,471.155,530.777,503.984,,,,0,Reverse Transcriptase Inhibitor,
1242,NCGC00273985-04,Wyeth Cot Inhibitor 2,0.1927786017530373,0.015541260089704061,0.4283262596009074,0.13446828556850043,456.285,561.0,494.101,,,,0,Tpl-2/Cot (MAP3K8) Kinase Inhibitor,MAP3K8
1243,NCGC00263548-23,VINBLASTINE SULFATE,0.19341605425245634,0.6137236364711955,0.41518200012957135,-0.4486574738433979,504.331,559.681,443.623,,8.269746,4.299498,2,Tubulin polymerization inhibitor,TUBB
1244,NCGC00015578-18,Ketoprofen,0.19377166622040298,0.432212150285753,0.3076761084110134,-0.15857326003555744,489.752,548.893,468.734,0.09508,0.002805,0.015233,3,non-steroidal antiinflammatory,
1245,NCGC00159453-14,Zileuton,0.1942415683389421,-0.30635869706268065,0.6952374390400855,0.19384596303942142,430.43,587.784,499.241,0.003312,0.0025,0.002805,3,5-Lipoxygenase Inhibitor,ALOX5
1246,NCGC00509945-01,CEP-40783,0.19470726794172807,0.42357171051535036,0.42245668505305456,-0.2619065917432207,489.058,560.411,459.789,0.001883,0.001832,,2,TYRO3 Inhibitor,TYRO3
1247,NCGC00379089-04,Genz-644282,0.19472535146363015,-0.41191150451725106,0.1849332396403907,0.8111543192677508,421.952,536.576,552.678,0.632481,0.215489,1.212756,3,DNA Topoisomerase I Inhibitor,TOP1
1248,NCGC00167503-02,Aclarubicin,0.1948844355289419,-0.02813404641544299,0.1485996763102211,0.46418767669204763,452.777,532.93,522.643,,,29.240906,1,DNA Topoisomerase II Inhibitor,TOP2A
1249,NCGC00346657-02,MK-5108,0.19537243737618243,0.6938157820662946,-0.42922954369430705,0.32153107375655976,510.764,474.946,510.294,,0.493641,0.062894,2,Aurora A Inhibitor,AURKA
1250,NCGC00346876-03,PX-12,0.19668204767667893,0.6022445507819862,-0.10637304759699212,0.09417463984504268,503.409,507.344,490.613,,,,0,Thioredoxin Reductase Inhibitor,TXNRD1
1251,NCGC00475733-01,E-7820,0.1978824709083654,-0.05622170076994967,0.5799884922728334,0.0698806212222124,450.521,576.219,488.51,9.995222,1.041517,0.076267,3,Integrin Receptor Antagonist,
1252,NCGC00183862-01,Tolrestat,0.1981493282184403,0.4400806775694625,0.17050345365517847,-0.016136146569320078,490.384,535.128,481.064,,,,0,Aldose Reductase Inhibitor,AKR1B1
1253,NCGC00250409-02,GSK-1016790A,0.1988273084185529,-0.13062410432603744,0.5957337007373601,0.131372328844336,444.545,577.799,493.833,,,,0,TRPV4 Agonist,TRPV4
1254,NCGC00168784-10,Gemcitabine,0.19992285304973598,0.5246050948623472,0.22493404139774076,-0.14977057711088002,497.173,540.59,469.496,0.600011,3.239567,38.24011,3,Ribonucleotide reductase Inhibitor,RRM2
1255,NCGC00475734-01,Patidegib,0.200029487685905,0.14342972885277852,0.21216846415529736,0.24449027004963914,466.557,539.309,503.625,,,,0,Hedgehog Antagonist,SHH
1256,NCGC00167518-12,Temsirolimus,0.20144721813486724,0.4043361493550162,-0.34777300319491056,0.547778508244496,487.513,483.12,529.879,0.133328,0.070273,23.0,3,mTOR Inhibitor,MTOR
1257,NCGC00356071-11,CPI-203,0.20156694607334008,0.7540249560283497,0.19734006529756581,-0.3466641831058953,515.6,537.821,452.452,0.010424,0.558792,,2,Bromodomain-containing protein 4 Inhibitor,BRD4
1258,NCGC00389300-01,Nelfinavir,0.20182045975410723,-0.615173492545479,0.31481127882911575,0.905823592978685,405.626,549.609,560.873,,34.415095,,1,HIV Protease Inhibitor,
1259,NCGC00510526-01,CHZ868,0.20295338771113963,0.36092229707923384,0.25416233027524626,-0.006224464221061213,484.026,543.523,481.922,,37.66637,,1,Jak2 Inhibitor,JAK2
